PROPERTY_NUM,PROPERTY_NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE
NSA #00202,SecurCare Self Storage | College Rd,426 College Rd,Wilmington,NC,28403,34.232188,-77.87645
NSA #00203,SecurCare Self Storage | Carolina Beach Rd,5835 Carolina Beach Rd,Wilmington,NC,28412,34.125713,-77.898265
NSA #00192,SecurCare Self Storage | Shipyard Blvd,901 Shipyard Blvd,Wilmington,NC,28412,34.192468,-77.927993
NSA #00207,SecurCare Self Storage | Raleigh Rd Pkwy W,4371 Raleigh Rd Pkwy W,Wilson,NC,27896,35.760923,-77.987806
NSA #00215,SecurCare Self Storage | Ward Blvd,3105 Ward Blvd,Wilson,NC,27893,35.75519,-77.918487
NSA #00208,SecurCare Self Storage | Westwood Ave W,1900 Westwood Ave W,Wilson,NC,27893,35.73107,-77.948511
NSA #00209,SecurCare Self Storage | Lake Wilson Rd,3941 Lake Wilson Rd,Wilson,NC,27896,35.774235,-77.940133
NSA #00450,SecurCare Self Storage | Whipple Ave NW,4050 Whipple Ave NW,Canton,OH,44718,40.844768,-81.422968
NSA #00681,iStorage | N Bend Rd,5418 N Bend Rd,Cincinnati,OH,45247,39.188022,-84.600069
NSA #00672,iStorage | Stapleton Ct,2140 Stapleton Ct,Cincinnati,OH,45240,39.285957,-84.559624
NSA #00671,iStorage | Moellering Ave,2201 Moellering Ave,Cincinnati,OH,45214,39.124171,-84.547334
NSA #00674,iStorage | Rossash Rd,8900 Rossash Rd,Cincinnati,OH,45236,39.220543,-84.389012
NSA #00550,iStorage | Marburg Ave,4932 Marburg Ave,Cincinnati,OH,45209,39.16427,-84.424201
NSA #00678,iStorage | Madison Rd,4725 Madison Rd,Cincinnati,OH,45227,39.159906,-84.414271
NSA #00679,iStorage | W North Bend Rd,888 W North Bend Rd,Cincinnati,OH,45224,39.202369,-84.518737
NSA #00680,iStorage | E Galbraith Rd,2360 E Galbraith Rd,Cincinnati,OH,45237,39.212826,-84.437232
NSA #00669,SecurCare Self Storage | Warrensville Center Rd,1415 Warrensville Center Rd,Cleveland Heights,OH,44121,41.522601,-81.53721
NSA #00552,iStorage | E Miami River Rd,4015 E Miami River Rd,Cleves,OH,45002,39.172456,-84.74949
NSA #00677,iStorage | Trinity Church Rd,4820 Trinity Church Rd,Dayton,OH,45415,39.817887,-84.248418
NSA #00419,SecurCare Self Storage | Brush Rd,1500 Brush Rd,Euclid,OH,44143,41.587454,-81.500146
NSA #00418,SecurCare Self Storage | Lakeland Blvd,23640 Lakeland Blvd,Euclid,OH,44132,41.59193,-81.517168
NSA #00675,iStorage | Wildcat Rd,7888 Wildcat Rd,Huber Heights,OH,45424,39.869469,-84.145359
NSA #00676,iStorage | Hempstead Station Dr,4125 Hempstead Station Dr,Kettering,OH,45429,39.684897,-84.135499
NSA #00673,iStorage | Wilkens Blvd,9805 Wilkens Blvd,Mason,OH,45040,39.295853,-84.321863
NSA #00421,SecurCare Self Storage | Hopkins Rd,6784 Hopkins Rd,Mentor,OH,44060,41.685633,-81.319222
NSA #00598,iStorage | US-22,4100 US-22,Montgomery,OH,45140,39.292066,-84.299394
NSA #00591,iStorage | Newark Rd,1042 Newark Rd,Mount Vernon,OH,43050,40.368537,-82.479845
NSA #00416,SecurCare Self Storage | Frank Ave NW,4820 Frank Ave NW,North Canton,OH,44720,40.850414,-81.443295
NSA #00417,SecurCare Self Storage | Highline Avenue Northwest,5920 Highline Avenue Northwest,North Canton,OH,44720,40.867036,-81.427585
NSA #00522,iStorage | Franklin Ave,4900 Franklin Ave,Norwood,OH,45212,39.165398,-84.463275
NSA #00422,SecurCare Self Storage | N Ridge Rd,4376 N Ridge Rd,Perry,OH,44081,41.785506,-81.132126
NSA #00670,SecurCare Self Storage | Monticello Blvd,4349 Monticello Blvd,South Euclid,OH,44121,41.53907,-81.52449
NSA #00590,iStorage | Urbana Rd,6530 Urbana Rd,Springfield,OH,45502,40.018597,-83.787175
NSA #00420,SecurCare Self Storage | St Clair St,38255 St Clair St,Willoughby,OH,44094,41.654041,-81.40506
NSA #01175,SecurCare Self Storage | Boucher Dr,6222 Boucher Dr,Edmond,OK,73034-9257,35.718726,-97.418904
NSA #00174,SecurCare Self Storage | NW 178th St,600 NW 178th St,Edmond,OK,73012,35.651859,-97.52574
NSA #01071,SecurCare Self Storage | N Broadway,5625 N Broadway,Edmond,OK,73034,35.712553,-97.478641
NSA #00177,SecurCare Self Storage | E 33rd St,168 E 33rd St,Edmond,OK,73013,35.622434,-97.481057
NSA #01068,SecurCare Self Storage | N Interstate 35 Frontage Rd,6401 N Interstate 35 Frontage Rd,Edmond,OK,73034,35.720763,-97.416917
NSA #00190,SecurCare Self Storage | S Division St,3819 S Division St,Guthrie,OK,73044,35.838425,-97.426348
NSA #00189,SecurCare Self Storage | E Prairie Grove Rd,724 E Prairie Grove Rd,Guthrie,OK,73044,35.842515,-97.417109
NSA #00183,SecurCare Self Storage | SE 29th St,9809 SE 29th St,Midwest City,OK,73130,35.436207,-97.35653
NSA #01066,SecurCare Self Storage | SE 29th St,8700 SE 29th St,Midwest City,OK,73110,35.4348,-97.375574
NSA #00181,SecurCare Self Storage | S Air Depot Blvd,1708 S Air Depot Blvd,Midwest City,OK,73110,35.448322,-97.40451
NSA #01067,SecurCare Self Storage | NE 10th St,9208 NE 10th St,Midwest City,OK,73130,35.477789,-97.365632
NSA #00184,SecurCare Self Storage | SW 19th St,1001 SW 19th St,Moore,OK,73160,35.321214,-97.508988
NSA #01065,SecurCare Self Storage | Tower Dr,1801 Tower Dr,Moore,OK,73160,35.320885,-97.483374
NSA #01069,SecurCare Self Storage | N Mustang Rd,1290 N Mustang Rd,Mustang,OK,73064,35.403112,-97.724187
NSA #01072,SecurCare Self Storage | W State Hwy 152,816 W State Hwy 152,Mustang,OK,73064,35.39136,-97.74141
NSA #00185,SecurCare Self Storage | Research Park Blvd,2002 Research Park Blvd,Norman,OK,73069,35.24318,-97.453175
NSA #00186,SecurCare Self Storage | 12th Ave NE,2430 12th Ave NE,Norman,OK,73071,35.248166,-97.424489
NSA #00187,SecurCare Self Storage | W Main St,4650 W Main St,Norman,OK,73072,35.218108,-97.510788
NSA #00173,SecurCare Self Storage | S May Ave,11700 S May Ave,Oklahoma City,OK,73170,35.350833,-97.564659
NSA #01063,SecurCare Self Storage | S Bryant Ave,9101 S Bryant Ave,Oklahoma City,OK,73160,35.376032,-97.459663
NSA #01062,SecurCare Self Storage | Melrose Ln,6590 Melrose Ln,Oklahoma City,OK,73127,35.470487,-97.629564
NSA #01061,SecurCare Self Storage | SW 59th St,3007 SW 59th St,Oklahoma City,OK,73119,35.406409,-97.567795
NSA #01060,SecurCare Self Storage | S Western Ave,6910 S Western Ave,Oklahoma City,OK,73139,35.39647,-97.529552
NSA #00172,SecurCare Self Storage | S Sooner Rd,8900 S Sooner Rd,Oklahoma City,OK,73135,35.378378,-97.423211
NSA #00175,SecurCare Self Storage | W Hefner Rd,7829 W Hefner Rd,Oklahoma City,OK,73162,35.58108,-97.653963
NSA #00176,SecurCare Self Storage | Roxbury Blvd,8600 Roxbury Blvd,Oklahoma City,OK,73132,35.557576,-97.634278
NSA #00178,SecurCare Self Storage | NW 10th St,5110 NW 10th St,Oklahoma City,OK,73127,35.477344,-97.616336
NSA #00179,SecurCare Self Storage | S Meridian Ave,2420 S Meridian Ave,Oklahoma City,OK,73108,35.441082,-97.60024
NSA #00180,SecurCare Self Storage | S Western Ave,8311 S Western Ave,Oklahoma City,OK,73139,35.383999,-97.53069
NSA #00182,SecurCare Self Storage | N Sooner Rd,201 N Sooner Rd,Oklahoma City,OK,73117,35.465806,-97.424785
NSA #00188,SecurCare Self Storage | S Sunnylane Rd,4900 S Sunnylane Rd,Oklahoma City,OK,73135,35.416022,-97.441073
NSA #00191,SecurCare Self Storage | S Shields Blvd,7612 S Shields Blvd,Oklahoma City,OK,73149,35.390229,-97.504547
NSA #00276,SecurCare Self Storage | W Wilshire Blvd,20 W Wilshire Blvd,Oklahoma City,OK,73116,35.550646,-97.513007
NSA #00386,SecurCare Self Storage | W 59th St,11525 W 59th St,Sand Springs,OK,74063,36.078525,-96.120349
NSA #00395,SecurCare Self Storage | S Sheridan Rd,4411 S Sheridan Rd,Tulsa,OK,74145,36.098658,-95.903835
NSA #00370,SecurCare Self Storage | S Lewis Ave,8905 S Lewis Ave,Tulsa,OK,74137,36.033838,-95.953192
NSA #00371,SecurCare Self Storage | S Garnett Rd,3218 S Garnett Rd,Tulsa,OK,74146,36.116571,-95.851519
NSA #00396,SecurCare Self Storage | S Yale Ave,3210 S Yale Ave,Tulsa,OK,74135,36.117139,-95.923074
NSA #00372,SecurCare Self Storage | S Sheridan Rd,1434 S Sheridan Rd,Tulsa,OK,74112,36.142005,-95.905583
NSA #00394,SecurCare Self Storage | E 51st St,2916 E 51st St,Tulsa,OK,74105,36.088349,-95.946586
NSA #00393,SecurCare Self Storage | S Elgin Ave,705 S Elgin Ave,Tulsa,OK,74120,36.151014,-95.98372
NSA #00392,SecurCare Self Storage | S Peoria Ave,4530 S Peoria Ave,Tulsa,OK,74105,36.096477,-95.977144
NSA #00391,SecurCare Self Storage | S Tacoma Ave,3655 S Tacoma Ave,Tulsa,OK,74107,36.109394,-96.009867
NSA #00389,SecurCare Self Storage | S Mingo Rd,6308 S Mingo Rd,Tulsa,OK,74133,36.07166,-95.870811
NSA #00388,SecurCare Self Storage | E 61st St,11122 E 61st St,Tulsa,OK,74133,36.073998,-95.852859
NSA #00387,SecurCare Self Storage | S Mingo Rd,5815 S Mingo Rd,Tulsa,OK,74146,36.078145,-95.867185
NSA #00378,SecurCare Self Storage | S Mingo Rd,4360 S Mingo Rd,Tulsa,OK,74146,36.101089,-95.870642
NSA #00377,SecurCare Self Storage | S Sheridan Rd,9135 S Sheridan Rd,Tulsa,OK,74133,36.030219,-95.903004
NSA #00376,SecurCare Self Storage | S Trenton Ave,6834 S Trenton Ave,Tulsa,OK,74136,36.061924,-95.971176
NSA #00375,SecurCare Self Storage | S Peoria Ave,6436 S Peoria Ave,Tulsa,OK,74136,36.070051,-95.97669
NSA #00374,SecurCare Self Storage | E Skelly Dr,12323 E Skelly Dr,Tulsa,OK,74128,36.155193,-95.83967
NSA #00373,SecurCare Self Storage | E 11th St,9727 E 11th St,Tulsa,OK,74128,36.149749,-95.86803
NSA #01064,SecurCare Self Storage | E Main St,801 E Main St,Yukon,OK,73099,35.508297,-97.730034
NSA #01070,SecurCare Self Storage | S Czech Hall Rd,1513 S Czech Hall Rd,Yukon,OK,73099,35.451292,-97.74289
NSA #01132,Northwest Self Storage | S 1st St,109 S 1st St,Amity,OR,97101,45.1196,-123.207048
NSA #00030,Northwest Self Storage | 5th St,204 5th St,Amity,OR,97101,45.116085,-123.207898
NSA #00067,Northwest Self Storage | NW Oak Way,42270 NW Oak Way,Banks,OR,97106,45.610155,-123.11181
NSA #00050,Northwest Self Storage | SW Columbia St,317 SW Columbia St,Bend,OR,97702,44.045426,-121.327664
NSA #00086,Northwest Self Storage | N Hwy 97,62939 N Hwy 97,Bend,OR,97703,44.085415,-121.306527
NSA #00003,Northwest Self Storage | SE 3rd St,100 SE 3rd St,Bend,OR,97702,44.05166,-121.301927
NSA #00021,Northwest Self Storage | SW Industrial Way,150 SW Industrial Way,Bend,OR,97702,44.05101,-121.309364
NSA #00016,Northwest Self Storage | SW Century Dr,136 SW Century Dr,Bend,OR,97702,44.049407,-121.331211
NSA #00043,Northwest Self Storage | S Barlow Rd,24622 S Barlow Rd,Canby,OR,97013,45.251258,-122.721351
NSA #00012,Northwest Self Storage | 1239 SE 1st Ave,1239 SE 1st Ave,Canby,OR,97013,45.265369,-122.679613
NSA #01075,Northwest Self Storage | 1753 SE 1st Ave,1753 SE 1st Ave,Canby,OR,97013,45.268657,-122.672526
NSA #00020,Northwest Self Storage | SE 82nd Dr,14735 SE 82nd Dr,Clackamas,OR,97015,45.41584,-122.571275
NSA #00014,Northwest Self Storage | SE Hwy 212,13003 SE Hwy 212,Clackamas,OR,97015,45.410058,-122.528677
NSA #00071,Northwest Self Storage | NW Buchanan Ave,505 NW Buchanan Ave,Corvallis,OR,97330,44.574965,-123.25858
NSA #00019,Northwest Self Storage | SE Old Barn Ln,14613 SE Old Barn Ln,Damascus,OR,97089,45.416997,-122.449262
NSA #01130,Northwest Self Storage | NW Industrial Way,775 NW Industrial Way,Estacada,OR,97023,45.2968,-122.344509
NSA #00036,Northwest Self Storage | NW Campus Dr,2330 NW Campus Dr,Estacada,OR,97023,45.308372,-122.34639
NSA #00079,Northwest Self Storage | State Hwy 99 N,599 State Hwy 99 N,Eugene,OR,97402,44.067891,-123.139118
NSA #00024,Northwest Self Storage | State Hwy 99 N,1601 State Hwy 99 N,Eugene,OR,97402,44.079376,-123.150129
NSA #00060,Northwest Self Storage | W 11th Ave,3550 W 11th Ave,Eugene,OR,97402,44.047194,-123.144881
NSA #00052,Northwest Self Storage | W 11th Ave,3210 W 11th Ave,Eugene,OR,97402,44.04764,-123.141008
NSA #00049,Northwest Self Storage | Hawthorne Ave,3150 Hawthorne Ave,Eugene,OR,97402,44.072426,-123.147027
NSA #00082,Northwest Self Storage | Elm St,620 Elm St,Forest Grove,OR,97116,45.506235,-123.103914
NSA #00055,Northwest Self Storage | Pacific Ave,3312 Pacific Ave,Forest Grove,OR,97116,45.519649,-123.08912
NSA #00088,Northwest Self Storage | 82nd Dr,660 82nd Dr,Gladstone,OR,97027,45.386428,-122.576835
NSA #00046,Northwest Self Storage | NW Division St,2660 NW Division St,Gresham,OR,97030,45.502909,-122.459889
NSA #00085,Northwest Self Storage | SE Mount Hood Hwy,629 SE Mount Hood Hwy,Gresham,OR,97080,45.492064,-122.404831
NSA #00015,Northwest Self Storage | SE 130th Ave,13255 SE 130th Ave,Happy Valley,OR,97086,45.426772,-122.530625
NSA #00057,Northwest Self Storage | E Baseline St,3437 E Baseline St,Hillsboro,OR,97123,45.51944,-123.029603
NSA #00069,Northwest Self Storage | SE Witch Hazel Rd,4395 SE Witch Hazel Rd,Hillsboro,OR,97123,45.500318,-122.938053
NSA #00042,Northwest Self Storage | Cascade Ave,2455 Cascade Ave,Hood River,OR,97031,45.709873,-121.535958
NSA #00054,Northwest Self Storage | J St,3267 J St,Hubbard,OR,97032,45.17824,-122.806822
NSA #00097,Northwest Self Storage | Hoffman Rd,9680 Hoffman Rd,Independence,OR,97351,44.864225,-123.22861
NSA #00064,Northwest Self Storage | S 16th St,401 S 16th St,Independence,OR,97351,44.850239,-123.21135
NSA #00013,Northwest Self Storage | SW Booth Bend Rd,1240 SW Booth Bend Rd,McMinnville,OR,97128,45.191462,-123.21246
NSA #00089,Northwest Self Storage | W Main St,704 W Main St,Molalla,OR,97038,45.147456,-122.586854
NSA #00037,Northwest Self Storage | NE Dunberg Loop,23830 NE Dunberg Loop,Newberg,OR,97132,45.29371,-122.99334
NSA #00081,Northwest Self Storage | Molalla Ave,615 Molalla Ave,Oregon City,OR,97045,45.346569,-122.595979
NSA #00072,Northwest Self Storage | SE 26th Ave,5122 SE 26th Ave,Portland,OR,97202,45.485539,-122.638814
NSA #00078,Northwest Self Storage | SE 122nd Ave,5803 SE 122nd Ave,Portland,OR,97236,45.480123,-122.537891
NSA #00080,Northwest Self Storage | SE 202nd Ave,614 SE 202nd Ave,Portland,OR,97233,45.517995,-122.454827
NSA #00094,Northwest Self Storage | SW Canyon Rd,9065 SW Canyon Rd,Portland,OR,97225,45.497104,-122.770049
NSA #00009,Northwest Self Storage | NE Erin Way,12107 NE Erin Way,Portland,OR,97220,45.558185,-122.538282
NSA #00059,Northwest Self Storage | NE Columbia Blvd,3510 NE Columbia Blvd,Portland,OR,97211,45.572919,-122.627787
NSA #00007,Northwest Self Storage | SE Alder St,109 SE Alder St,Portland,OR,97214,45.518196,-122.664446
NSA #00034,Northwest Self Storage | SE Morrison St,215 SE Morrison St,Portland,OR,97214,45.517561,-122.663355
NSA #00047,Northwest Self Storage | SE 82nd Ave,2922 SE 82nd Ave,Portland,OR,97266,45.500999,-122.578265
NSA #00093,Northwest Self Storage | N Lombard St,8190 N Lombard St,Portland,OR,97203,45.58907,-122.750766
NSA #00011,Northwest Self Storage | NW Madras Hwy,1222 NW Madras Hwy,Prineville,OR,97754,44.311865,-120.867918
NSA #00063,Northwest Self Storage | SW 25th Pl,3925 SW 25th Pl,Redmond,OR,97756,44.240172,-121.196572
NSA #00017,Northwest Self Storage | NW 6th St,1401 NW 6th St,Redmond,OR,97756,44.289286,-121.174678
NSA #00075,Northwest Self Storage | NW Maple Ave,539 NW Maple Ave,Redmond,OR,97756,44.291253,-121.172947
NSA #00092,Northwest Self Storage | Old Hwy 99 N,7901 Old Hwy 99 N,Roseburg,OR,97470,43.30938,-123.344759
NSA #00023,Northwest Self Storage | Hickory St NE,1575 Hickory St NE,Salem,OR,97301,44.963618,-123.013206
NSA #00068,Northwest Self Storage | Silverton Rd NE,4345 Silverton Rd NE,Salem,OR,97305,44.970733,-122.975433
NSA #00051,Northwest Self Storage | Del Webb Ave NE,3191 Del Webb Ave NE,Salem,OR,97301,44.971036,-123.018371
NSA #00061,Northwest Self Storage | Industrial Way,36800 Industrial Way,Sandy,OR,97055,45.401572,-122.285384
NSA #00073,Northwest Self Storage | Columbia River Hwy,53365 Columbia River Hwy,Scappoose,OR,97056,45.769858,-122.881286
NSA #00056,Northwest Self Storage | NE Crown Zellerbach Logging Rd,33484 NE Crown Zellerbach Logging Rd,Scappoose,OR,97056,45.763212,-122.878074
NSA #01131,Northwest Self Storage | W Main St,1527 W Main St,Sheridan,OR,97378,45.095782,-123.42655
NSA #00031,Northwest Self Storage | SW Cipole Rd,20475 SW Cipole Rd,Sherwood,OR,97140,45.371736,-122.810138
NSA #00032,Northwest Self Storage | SW Wildrose Pl,20865 SW Wildrose Pl,Sherwood,OR,97140,45.369126,-122.813876
NSA #00045,Northwest Self Storage | Olympic St,2656 Olympic St,Springfield,OR,97477,44.06166,-122.988053
NSA #00048,Northwest Self Storage | S Vernonia Rd,295 S Vernonia Rd,St Helens,OR,97051,45.856025,-122.826492
NSA #00091,Northwest Self Storage | N Columbia River Hwy,755 N Columbia River Hwy,St Helens,OR,97051,45.868777,-122.81713
NSA #00005,Northwest Self Storage | B Ave,1030 B Ave,Terrebonne,OR,97760,44.350734,-121.180939
NSA #00096,Northwest Self Storage | Hostetler Way W,954 Hostetler Way W,The Dalles,OR,97058,45.622651,-121.221627
NSA #00038,Northwest Self Storage | W 7th St,2400 W 7th St,The Dalles,OR,97058,45.612997,-121.212516
NSA #00077,Northwest Self Storage | SW Halsey St,576 SW Halsey St,Troutdale,OR,97060,45.539537,-122.393104
NSA #00028,Northwest Self Storage | SW Pacific Hwy,18270 SW Pacific Hwy,Tualatin,OR,97062,45.387731,-122.806394
NSA #00029,Northwest Self Storage | SW Cipole Rd,19800 SW Cipole Rd,Tualatin,OR,97062,45.37647,-122.812399
NSA #00039,Northwest Self Storage | Willamette Falls Dr,2400 Willamette Falls Dr,West Linn,OR,97068,45.347328,-122.64569
NSA #00095,Northwest Self Storage | SW Wilsonville Rd,9455 SW Wilsonville Rd,Wilsonville,OR,97070,45.303605,-122.773924
NSA #00074,Northwest Self Storage | S Pacific Hwy,535 S Pacific Hwy,Woodburn,OR,97071,45.131142,-122.849522
NSA #00444,iStorage | Market St,2520 Market St,Aston,PA,19061,39.837214,-75.425245
NSA #00975,iStorage | Holly Pike,1545 Holly Pike,Carlisle,PA,17015,40.15793,-77.19371
NSA #00961,iStorage | Germantown Pike,3930 Germantown Pike,Collegeville,PA,19426,40.182945,-75.438856
NSA #00962,iStorage | N U.S. 15,845 N U.S. 15,Dillsburg,PA,17019,40.130843,-77.02179
NSA #00952,iStorage | Benjamin Franklin Hwy,604 Benjamin Franklin Hwy,Douglassville,PA,19518,40.267837,-75.763517
NSA #01033,iStorage | Sullivan Trail,3221 Sullivan Trail,Easton,PA,18040,40.736517,-75.235164
NSA #00977,iStorage | Uhler Rd,1350 Uhler Rd,Easton,PA,18040,40.744979,-75.244935
NSA #00443,iStorage | Oregon Pike,4353 Oregon Pike,Ephrata,PA,17522,40.136934,-76.212931
NSA #00682,iStorage | Queen St,7600 Queen St,Glenside,PA,19038,40.079711,-75.181827
NSA #01046,iStorage | Columbia Ave,3630 Columbia Ave,Lancaster,PA,17603,40.036879,-76.40731
NSA #01045,iStorage | Prestige Ln,22 Prestige Ln,Lancaster,PA,17603,40.044894,-76.399749
NSA #00973,iStorage | New Danville,1350 New Danville Pike,Lancaster,PA,17603,40.012556,-76.305403
NSA #00948,iStorage | Shreiner Station Rd,1250 Shreiner Station Rd,Lancaster,PA,17601,40.078218,-76.348244
NSA #00947,iStorage | Longfellow Dr,551 Longfellow Dr,Lancaster,PA,17602,40.027222,-76.266512
NSA #00946,iStorage | Vermont Ave,1391 Vermont Ave,Lancaster,PA,17603,40.056631,-76.332819
NSA #00945,iStorage | Stone Mill,103 Stone Mill Rd,Lancaster,PA,17603,40.036189,-76.344911
NSA #00944,iStorage | Centerville Rd,220 Centerville Rd,Lancaster,PA,17603,40.047354,-76.393997
NSA #00960,iStorage | US-22,895 US-22,Lewistown,PA,17044,40.578886,-77.551892
NSA #00949,iStorage | Doe Run Rd,28 Doe Run Rd,Manheim,PA,17545,40.168689,-76.386562
NSA #00976,iStorage | E Trindle Rd,5130 E Trindle Rd,Mechanicsburg,PA,17050,40.223086,-76.976674
NSA #00965,iStorage | Universal Rd,1134 Universal Rd,Pittsburgh,PA,15235,40.461406,-79.803856
NSA #00951,iStorage | Pleasantview,175 S Pleasantview Rd,Pottstown,PA,19464,40.241682,-75.59776
NSA #00950,iStorage | Lancaster Pike,950 Lancaster Pike,Quarryville,PA,17566,39.878391,-76.230691
NSA #00966,iStorage | Foxtown Hill Rd,1075 Foxtown Hill Rd,Stroudsburg,PA,18360,40.987281,-75.154113
NSA #00964,iStorage | Allegheny River Blvd,10 Allegheny River Blvd,Verona,PA,15147,40.494691,-79.847196
NSA #00942,iStorage | Greenbriar Rd,2290 Greenbriar Rd,York,PA,17404,40.017714,-76.809449
NSA #00943,iStorage | Morgan Ln,140 Morgan Ln,York,PA,17406,40.029577,-76.728897
NSA #01025,iStorage | Bull Rd,3420 Bull Rd,York,PA,17404,40.0115,-76.807558
NSA #00972,iStorage | W Market St,4844 W Market St,York,PA,17408,39.927041,-76.835994
NSA #00918,Southern Self Storage | Carr No 1 KM 29.8 Bo,Carr No 1 KM 29.8 Bo,Caguas,PR,00936,18.282817,-66.043269
NSA #00931,Southern Self Storage | Estancias de Bairoa 1000 Ave Parque Central,Estancias de Bairoa 1000 Ave Parque Central,Caguas,PR,00727,18.251113,-66.043566
NSA #00928,Southern Self Storage | Av. 65 de Infanteria,7500 Av. 65 de Infantería,Carolina,PR,00987,18.385497,-65.970928
NSA #00932,Southern Self Storage | Zona Ind La Ceramica Carr 190 Esq Av. Roberto Sanchez Vilella,Zona Ind La Ceramica Carr 190 Esq Av. Roberto Sanchez Vilella,Carolina,PR,00984,18.416954,-65.984383
NSA #00919,Southern Self Storage | Calle 2 Final West Gate,Calle 2 Final West Gate,Cataño,PR,00962,18.423045,-66.151446
NSA #00920,Southern Self Storage | Carretera #1 KM 21.3 Sector La Muda,Carretera #1 KM 21.3 Sector La Muda,Guaynabo,PR,00971,18.329486,-66.097264
NSA #00941,Southern Self Storage | Calle San Martin,70 Calle San Martín,Guaynabo,PR,00966,18.414001,-66.103766
NSA #00929,Southern Self Storage | Urb Valencia 2 #102 Carr 198,Urb Valencia 2 #102 Carr 198,Juncos,PR,00777,18.223693,-65.914706
NSA #00921,Southern Self Storage | Urb Ferry Barranca 245 Calle Rosas,245 Calle Rosas,Ponce,PR,00730,18.023463,-66.603678
NSA #00916,Southern Self Storage | C. Concepcion 2 Pda20,C. Concepción 2 Pda20,San Juan,PR,00909,18.442704,-66.073165
NSA #00926,Southern Self Storage |  C. Trinidad,108 C. Trinidad,San Juan,PR,00917,18.423797,-66.049652
NSA #00927,Southern Self Storage | Cll Betances,227 Cll Betances,San Juan,PR,00911,18.447553,-66.051847
NSA #00930,Southern Self Storage | C. Blay,25 C. Blay,San Juan,PR,00920,18.419278,-66.097025
NSA #00917,Southern Self Storage | Carretera #2 Km. 19.5 Bo. Candelaria,Carretera #2 Km. 19.5 Bo. Candelaria,Toa Baja,PR,00949,18.408644,-66.229082
NSA #00933,Southern Self Storage | PR-2,346 PR-2,Toa Baja,PR,00949,18.403688,-66.205741
NSA #00696,iStorage | Okeefe Ln,50 Okeefe Ln,Warwick,RI,02888,41.756219,-71.436617
NSA #00218,SecurCare Self Storage | Marginal Rd,3180 Marginal Rd,Charleston,SC,29414,32.798615,-80.087751
NSA #00220,SecurCare Self Storage | Clements Ferry Rd,1074 Clements Ferry Rd,Charleston,SC,29492,32.933312,-79.820044
NSA #00210,SecurCare Self Storage | Cranium Drive,1679 Cranium Drive,Rock Hill,SC,29732,34.948283,-81.059768
NSA #00219,SecurCare Self Storage | Miles Jamison Rd,619 Miles Jamison Rd,Summerville,SC,29485,32.995502,-80.16815
NSA #00558,iStorage | Airport Plaza Blvd,142 Airport Plaza Blvd,Alcoa,TN,37701,35.814395,-83.979821
NSA #00701,iStorage | Pea Ridge Rd,2598 Pea Ridge Rd,Clarksville,TN,37040,36.578655,-87.322907
NSA #00702,iStorage | Columbia Ave,1903 Columbia Ave,Franklin,TN,37064,35.898013,-86.873381
NSA #00597,iStorage | Nelson Ln,645 Nelson Ln,Friendsville,TN,37737,35.757318,-84.068606
NSA #00705,iStorage | Belvedere Dr N,465 Belvedere Dr N,Gallatin,TN,37066,36.383216,-86.477627
NSA #00703,iStorage | W Main St,1066 W Main St,Hendersonville,TN,37075,36.307256,-86.653659
NSA #00704,iStorage | Andrew Jackson Pkwy,4060B Andrew Jackson Pkwy,Hermitage,TN,37076,36.186298,-86.609568
NSA #00602,iStorage | Dry Gap Pike,1831 Dry Gap Pike,Knoxville,TN,37918,36.06147,-83.977206
NSA #00565,iStorage | Walker Blvd,4540 Walker Blvd,Knoxville,TN,37917,36.018722,-83.919835
NSA #00564,iStorage | Unicorn Dr,8713 Unicorn Dr,Knoxville,TN,37923,35.918948,-84.075828
NSA #00563,iStorage | Middlebrook Pike,4318 Middlebrook Pike,Knoxville,TN,37921,35.963444,-83.984181
NSA #00562,iStorage | Linden Ave,1700 Linden Ave,Knoxville,TN,37917,35.977347,-83.906536
NSA #00561,iStorage | Kingston Pike,8848 Kingston Pike,Knoxville,TN,37923,35.91474,-84.075859
NSA #00560,iStorage | Chapman Hwy,4709 Chapman Hwy,Knoxville,TN,37920,35.92956,-83.900633
NSA #00559,iStorage | Central Ave Pike,4811 Central Ave Pike,Knoxville,TN,37912,36.008969,-83.968163
NSA #00707,iStorage | Maddox-Simpson Pkwy,136 Maddox-Simpson Pkwy,Lebanon,TN,37090,36.172806,-86.300604
NSA #00706,iStorage | Quarry Loop Rd,400 Quarry Loop Rd,Mt Juliet,TN,37122,36.230015,-86.430643
NSA #01208,iStorage | Belinda Pkwy,166 Belinda Pkwy,Mt. Juliet,TN,37122,36.171835,-86.490964
NSA #00708,iStorage | Harrah Dr,3000 Harrah Dr,Spring Hill,TN,37174,35.778125,-86.911052
NSA #00551,iStorage | Union Rd,2979 Union Rd,White House,TN,37188,36.464594,-86.693011
NSA #00709,iStorage | TN-76,1120 TN-76,White House,TN,37188,36.470522,-86.692181
NSA #00150,Move It Storage | S Alamo Rd,501 S Alamo Rd,Alamo,TX,78516,26.178591,-98.12481
NSA #01054,Move It Storage | W Duranta Ave,1415 W Duranta Ave,Alamo,TX,78516,26.18984,-98.131258
